cluster,gene,auc,power
C9,PAX6,0.705,0.411
C9,SDK2,0.564,0.127
C9,ITGA6,0.498,0.003
C9,GPR98,0.495,0.01
C9,RFX4,0.567,0.134
C9,EDNRB,0.492,0.017
C9,NTRK2,0.452,0.096
C9,RSPO2,0.4,0.201
C9,TMEM47,0.629,0.259
C9,CLU,0.631,0.262
C9,ADCY2,0.465,0.07
C9,GAS2L3,0.344,0.313
C9,NEK2,0.349,0.302
C9,KIF20A,0.319,0.362
C9,PIF1,0.397,0.205
C9,NDE1,0.368,0.265
C9,CEP55,0.394,0.212
C9,FAM72B,0.455,0.09
C9,KIF14,0.299,0.403
C9,GTSE1,0.33,0.34
C9,SGOL2,0.36,0.281
C9,CCNF,0.36,0.281
C9,FAM72A,0.476,0.048
C9,CCNB2,0.336,0.329
C9,CDCA8,0.273,0.454
C9,CDCA3,0.275,0.45
C9,BORA,0.372,0.256
C9,KIF4B,0.346,0.309
C9,CXXC4,0.291,0.419
C9,CDCA2,0.316,0.368
C9,BUB1,0.334,0.332
C9,ARHGAP11B,0.376,0.247
C9,CDC25B,0.432,0.136
C9,KIF2C,0.306,0.388
C9,GPSM2,0.398,0.204
C9,NUF2,0.333,0.333
C9,HMMR,0.316,0.368
C9,CENPE,0.273,0.454
C9,CDC25C,0.322,0.355
C9,EFNB2,0.657,0.314
C9,CNTNAP2,0.436,0.128
C9,DTL,0.512,0.024
C9,WDR76,0.577,0.155
C9,NME1,0.563,0.125
C9,FABP5,0.715,0.431
C9,MCM3,0.657,0.313
C9,PPIA,0.623,0.245
C9,NGFRAP1,0.517,0.033
C9,ANLN,0.326,0.348
C9,KIF23,0.321,0.359
C9,PBK,0.337,0.325
C9,RAD21,0.372,0.256
C9,NUBP2,0.386,0.228
C9,FLYWCH2,0.427,0.146
C9,RCN3,0.48,0.041
C9,C19orf60,0.391,0.218
C9,TTYH3,0.492,0.017
C9,AP2S1,0.416,0.168
C9,MRPL12,0.458,0.085
C9,DRAP1,0.441,0.118
C9,C9orf142,0.446,0.108
C9,GPAA1,0.458,0.084
C9,LAMA4,0.459,0.081
C9,IER2,0.431,0.138
C9,ALKBH7,0.402,0.196
C9,BAD,0.383,0.234
C9,C20orf27,0.412,0.176
C9,CTSD,0.43,0.14
C9,H2AFY2,0.443,0.113
C9,MCM2,0.58,0.16
C9,TUBB3,0.383,0.234
C9,MRPL41,0.436,0.129
C9,UNG,0.565,0.13
C9,EIF3F,0.395,0.21
C9,FLNA,0.419,0.161
C9,PDLIM7,0.385,0.23
C9,PCBP4,0.353,0.294
C9,MRPS26,0.471,0.058
C9,JUNB,0.455,0.089
C9,DBN1,0.353,0.295
C9,SNRPB,0.43,0.14
C9,MZT2B,0.417,0.167
C9,FAM195B,0.445,0.109
C9,C7orf50,0.363,0.274
C9,CYB5R3,0.378,0.244
C9,CCND1,0.389,0.222
C9,C9orf16,0.387,0.226
C9,PFN1,0.463,0.073
C9,LIMD2,0.471,0.058
C9,COPE,0.39,0.219
C9,SCAND1,0.428,0.144
C9,CCDC124,0.382,0.236
C9,POTEE,0.46,0.08
C9,POTEJ,0.465,0.07
C9,MEIS1,0.374,0.251
C9,ZFHX3,0.312,0.376
C9,SRSF6,0.61,0.219
C9,DERA,0.475,0.051
C9,CLSPN,0.517,0.033
C9,UHRF1,0.639,0.277
C9,EBF3,0.455,0.09
C9,S100B,0.473,0.054
C9,CCDC30,0.376,0.247
C9,MLF2,0.317,0.366
C9,PPP1R10,0.458,0.085
C9,ARF1,0.358,0.285
C9,TRMT112,0.477,0.046
C9,APOL2,0.518,0.036
C9,NDUFS8,0.37,0.261
C9,MAP1LC3B2,0.395,0.21
C9,HK2,0.452,0.096
C9,WLS,0.312,0.377
C9,ATPIF1,0.44,0.121
C9,CIB1,0.372,0.255
C9,PGAM1,0.535,0.069
C9,CALM3,0.397,0.205
C9,TTYH1,0.504,0.008
C9,PKM,0.663,0.325
C9,BNIP3,0.492,0.017
C9,CDKN1A,0.475,0.049
C9,ALDOA,0.57,0.139
C9,SNAPC1,0.423,0.154
C9,WNT8B,0.445,0.109
C9,UQCR11,0.459,0.083
C9,PGK1,0.507,0.014
C9,TPBG,0.336,0.327
C9,SCD,0.616,0.232
C9,GUK1,0.393,0.214
C9,ATP1B2,0.592,0.183
C9,ZIC2,0.469,0.061
C9,PIFO,0.428,0.144
C9,UBBP4,0.372,0.256
C9,MAF,0.36,0.279
C9,CTGF,0.374,0.252
C9,GJA1,0.337,0.325
C9,MYL6,0.453,0.093
C9,NELL2,0.254,0.492
C9,ID3,0.328,0.345
C9,LPHN3,0.248,0.505
C9,IRS1,0.396,0.208
C9,C1orf168,0.436,0.128
C9,CTNNB1,0.439,0.121
C9,AXIN2,0.373,0.255
C9,SLIT2,0.248,0.504
C9,LRRN2,0.432,0.135
C9,NR2F2,0.391,0.218
C9,SLIT3,0.386,0.228
C9,DMD,0.412,0.176
C9,LRRIQ1,0.443,0.114
C9,SH3BGRL,0.421,0.159
C9,C6orf118,0.425,0.151
C9,COX6A1,0.4,0.199
C9,SPARC,0.472,0.057
C9,RSPO1,0.396,0.207
C9,HNRNPL,0.503,0.005
C9,APCDD1,0.396,0.207
C9,MARCKS,0.519,0.039
C9,HSBP1,0.449,0.101
C9,SULF2,0.425,0.151
C9,SLC7A8,0.429,0.142
C9,NR2F1,0.587,0.173
C9,CDH2,0.541,0.082
C9,CDK11A,0.392,0.217
C9,AEN,0.492,0.016
C9,DDIT4,0.335,0.33
C9,ERO1L,0.536,0.072
C9,EIF4EBP1,0.429,0.143
C9,ADM,0.466,0.067
C9,PGAM4,0.531,0.062
C9,GNL3,0.608,0.217
C9,FLRT2,0.4,0.2
C9,PDCD6,0.359,0.282
C9,GOLGA8A,0.446,0.108
C9,POLE2,0.449,0.102
C9,EIF4A1,0.374,0.252
C9,MFNG,0.492,0.015
C9,TPI1,0.76,0.52
C9,RAN,0.505,0.011
C9,DDIT3,0.488,0.023
C9,VEZF1,0.494,0.012
C9,UBE2J1,0.371,0.257
C9,C8orf46,0.471,0.058
C9,EGR1,0.679,0.358
C9,TMBIM6,0.536,0.073
C9,TRIM24,0.565,0.13
C9,HNRNPA1L2,0.437,0.126
C9,KANSL2,0.513,0.025
C9,GTF2I,0.517,0.033
C9,DAZAP2,0.443,0.113
C9,MIDN,0.398,0.204
C9,SLC38A2,0.526,0.053
C9,HNRNPA1,0.435,0.13
C9,CCT2,0.486,0.028
C9,NACA,0.499,0.002
C9,EIF5,0.359,0.283
C9,CHAC1,0.513,0.027
C9,DDX3X,0.482,0.036
C9,TCF12,0.363,0.274
C9,SRSF3,0.461,0.078
C9,ABCC9,0.494,0.013
C9,EPB41L4B,0.454,0.093
C9,ATF4,0.412,0.176
C9,NOVA2,0.444,0.111
C9,PCBP2,0.482,0.036
C9,EIF1,0.433,0.133
C9,ATP5G2,0.58,0.16
C9,ATP5B,0.434,0.132
C9,RND3,0.598,0.195
C9,BTG1,0.468,0.064
C9,RBM39,0.473,0.053
C9,DDX5,0.443,0.114
C9,CORO1C,0.511,0.021
C9,UBC,0.397,0.207
C9,H3F3B,0.395,0.211
C9,H3F3C,0.408,0.185
C10,MYT1L,0.934,0.867
C10,STMN2,0.918,0.836
C10,HMP19,0.907,0.813
C10,SCN2A,0.747,0.494
C10,GRIA2,0.84,0.681
C10,GAP43,0.941,0.882
C10,RUNX1T1,0.831,0.662
C10,NRXN1,0.872,0.743
C10,RTN1,0.931,0.861
C10,NEUROD6,0.986,0.971
C10,SCN3B,0.743,0.486
C10,RAB3A,0.872,0.744
C10,GABBR2,0.728,0.457
C10,SNAP25,0.78,0.559
C10,KIF5A,0.915,0.83
C10,BCL11B,0.949,0.899
C10,ATAT1,0.828,0.656
C10,RALYL,0.782,0.563
C10,MKI67,0.311,0.378
C10,ECT2,0.307,0.385
C10,FANCD2,0.278,0.445
C10,RRM2,0.313,0.374
C10,SMC2,0.231,0.538
C10,CKS2,0.16,0.68
C10,SMC4,0.254,0.492
C10,BARD1,0.18,0.641
C10,TPX2,0.314,0.371
C10,RAD51AP1,0.274,0.452
C10,GMNN,0.213,0.574
C10,CENPN,0.293,0.414
C10,AURKB,0.295,0.411
C10,DLGAP5,0.277,0.446
C10,UBE2C,0.322,0.356
C10,TOP2A,0.326,0.348
C10,GNG5,0.113,0.774
C10,NDC80,0.264,0.473
C10,ASPM,0.271,0.458
C10,CENPK,0.221,0.557
C10,TRIM59,0.232,0.537
C10,MIS18BP1,0.222,0.557
C10,CDK1,0.244,0.511
C10,MAD2L1,0.276,0.447
C10,HMGN2,0.138,0.724
C10,CENPF,0.256,0.488
C10,BIRC5,0.253,0.494
C10,CENPU,0.218,0.563
C10,ANP32E,0.125,0.75
C10,NUSAP1,0.245,0.511
C10,CKS1B,0.201,0.597
C10,HMGB2,0.155,0.691
C10,TUBA1A,0.913,0.826
C10,CKB,0.536,0.072
C10,SOX11,0.712,0.424
C10,TUBB2B,0.678,0.356
C10,PTBP2,0.657,0.315
C10,DPYSL2,0.838,0.675
C10,MAP1B,0.924,0.848
C10,DCX,0.93,0.86
C10,P4HA2,0.379,0.242
C10,MMP2,0.404,0.191
C10,TIMP1,0.275,0.449
C10,KDELR3,0.453,0.095
C10,MGP,0.465,0.07
C10,FXYD5,0.449,0.101
C10,SDC4,0.378,0.244
C10,IFITM2,0.293,0.413
C10,PDGFRB,0.432,0.137
C10,PPIC,0.42,0.159
C10,IFITM3,0.154,0.692
C10,TGFBI,0.445,0.11
C10,TPM2,0.457,0.086
C10,FTL,0.384,0.233
C10,KRT8,0.434,0.132
C10,BNC2,0.407,0.186
C10,GXYLT2,0.416,0.168
C10,OLFML3,0.476,0.047
C10,MME,0.446,0.108
C10,RBMS3,0.412,0.175
C10,ANXA2,0.347,0.306
C10,LGALS1,0.424,0.153
C10,SERPINB9,0.418,0.164
C10,COL5A2,0.374,0.252
C10,COL21A1,0.469,0.062
C10,SNAI2,0.463,0.074
C10,S100A10,0.459,0.083
C10,HAS2,0.451,0.097
C10,PITX2,0.449,0.102
C10,CRISPLD2,0.454,0.091
C10,IFITM1,0.423,0.154
C10,DDR2,0.425,0.149
C10,POSTN,0.466,0.068
C10,COL5A1,0.42,0.161
C10,MFAP4,0.496,0.008
C10,COL6A3,0.485,0.03
C10,LUM,0.431,0.137
C10,COL1A2,0.479,0.043
C10,DCN,0.497,0.005
C10,COL1A1,0.413,0.174
C10,COL3A1,0.502,0.005
C10,S100A11,0.459,0.082
C10,MTRNR2L12,0.436,0.128
C10,NNAT,0.404,0.191
C10,PRTG,0.26,0.479
C10,BCAT1,0.276,0.449
C10,CXADR,0.795,0.589
C10,EZR,0.312,0.376
C10,NDUFA6,0.437,0.126
C10,MEGF10,0.363,0.275
C10,STK17B,0.461,0.077
C10,SYNE2,0.303,0.394
C10,CLIC1,0.223,0.553
C10,APOLD1,0.402,0.197
C10,POU3F3,0.339,0.322
C10,ID4,0.3,0.401
C10,CA12,0.446,0.108
C10,FHL2,0.461,0.078
C10,FABP7,0.272,0.456
C10,H2AFX,0.305,0.39
C10,MASP1,0.523,0.046
C10,KIAA1217,0.269,0.462
C10,NTRK3,0.63,0.26
C10,MEIS2,0.398,0.204
C10,CSNK2B,0.392,0.217
C10,SLC1A3,0.308,0.384
C10,SEMA5A,0.348,0.303
C10,NBPF14,0.204,0.592
C10,IL33,0.496,0.008
C10,DMRTA2,0.423,0.154
C10,NBPF10,0.215,0.569
C10,NDUFA3,0.588,0.175
C10,BCL11A,0.932,0.864
C10,DDX39B,0.526,0.052
C10,FOXG1,0.733,0.465
C10,SOX9,0.307,0.387
C10,LHX2,0.553,0.107
C10,TCF4,0.592,0.185
C10,DOK5,0.507,0.015
C10,MPPED2,0.444,0.112
C10,GLI3,0.232,0.537
C10,SFRP1,0.306,0.388
C10,HEY1,0.489,0.021
C10,HES1,0.182,0.635
C10,TFAP2C,0.411,0.178
C10,TUBB,0.648,0.295
C10,CREB5,0.302,0.396
C10,C1orf61,0.66,0.319
C10,IFI44L,0.457,0.085
C10,NFIA,0.912,0.825
C10,PHLDA1,0.63,0.261
C10,NFIB,0.938,0.877
C10,TMSB10,0.935,0.869
C10,CALM2,0.56,0.121
C10,CFL1,0.629,0.257
C10,TUBA1C,0.402,0.195
C10,STMN1,0.79,0.58
C10,ARL6IP1,0.368,0.263
C10,EIF5A,0.496,0.007
C10,KNSTRN,0.406,0.187
C10,YWHAZ,0.788,0.575
C10,ACTG1,0.536,0.073
C10,THY1,0.578,0.157
C10,PSRC1,0.392,0.216
C10,PLK1,0.339,0.323
C10,TUBB4B,0.247,0.506
C10,TUBB2A,0.81,0.619
C10,AURKA,0.337,0.326
C10,FTH1,0.604,0.209
C10,CCNA2,0.298,0.405
C10,CDC20,0.307,0.385
C10,PTMS,0.609,0.219
C10,HN1,0.744,0.488
C10,DYNLL1,0.731,0.463
C10,YWHAB,0.709,0.419
C10,TROAP,0.324,0.353
C10,CCNB1,0.272,0.455
C10,MLLT11,0.91,0.82
C10,OLFM3,0.436,0.127
C10,ATP1A2,0.406,0.189
C10,CDO1,0.259,0.481
C10,RSPO3,0.562,0.123
C10,PAX6,0.294,0.412
C10,SDK2,0.149,0.702
C10,ITGA6,0.324,0.353
C10,GPR98,0.255,0.49
C10,RFX4,0.293,0.413
C10,EDNRB,0.331,0.339
C10,NTRK2,0.364,0.273
C10,RSPO2,0.434,0.131
C10,TMEM47,0.287,0.425
C10,CLU,0.192,0.615
C10,ADCY2,0.453,0.094
C10,GAS2L3,0.359,0.283
C10,NEK2,0.358,0.284
C10,KIF20A,0.335,0.331
C10,PIF1,0.417,0.166
C10,NDE1,0.298,0.404
C10,CEP55,0.396,0.209
C10,FAM72B,0.438,0.123
C10,KIF14,0.291,0.417
C10,GTSE1,0.295,0.409
C10,SGOL2,0.286,0.427
C10,CCNF,0.347,0.305
C10,FAM72A,0.452,0.095
C10,CCNB2,0.238,0.525
C10,CDCA8,0.311,0.378
C10,CDCA3,0.313,0.373
C10,BORA,0.368,0.265
C10,KIF4B,0.337,0.327
C10,CXXC4,0.317,0.366
C10,CDCA2,0.343,0.315
C10,BUB1,0.28,0.441
C10,ARHGAP11B,0.377,0.246
C10,CDC25B,0.414,0.173
C10,KIF2C,0.303,0.394
C10,GPSM2,0.419,0.162
C10,NUF2,0.312,0.376
C10,HMMR,0.322,0.355
C10,CENPE,0.318,0.363
C10,CDC25C,0.313,0.375
C10,EFNB2,0.53,0.06
C10,CNTNAP2,0.875,0.75
C10,DTL,0.325,0.351
C10,WDR76,0.372,0.257
C10,NME1,0.491,0.017
C10,FABP5,0.476,0.048
C10,MCM3,0.214,0.573
C10,PPIA,0.39,0.22
C10,NGFRAP1,0.648,0.296
C10,ANLN,0.247,0.505
C10,KIF23,0.261,0.478
C10,PBK,0.282,0.435
C10,RAD21,0.289,0.423
C10,NUBP2,0.443,0.114
C10,FLYWCH2,0.417,0.166
C10,RCN3,0.478,0.045
C10,C19orf60,0.507,0.014
C10,TTYH3,0.467,0.066
C10,AP2S1,0.441,0.118
C10,MRPL12,0.446,0.108
C10,DRAP1,0.596,0.191
C10,C9orf142,0.401,0.197
C10,GPAA1,0.456,0.088
C10,LAMA4,0.444,0.112
C10,IER2,0.373,0.254
C10,ALKBH7,0.385,0.229
C10,BAD,0.499,0.003
C10,C20orf27,0.453,0.094
C10,CTSD,0.423,0.155
C10,H2AFY2,0.415,0.17
C10,MCM2,0.32,0.36
C10,TUBB3,0.762,0.524
C10,MRPL41,0.489,0.022
C10,UNG,0.386,0.227
C10,EIF3F,0.405,0.19
C10,FLNA,0.339,0.323
C10,PDLIM7,0.303,0.394
C10,PCBP4,0.441,0.117
C10,MRPS26,0.451,0.098
C10,JUNB,0.486,0.028
C10,DBN1,0.578,0.157
C10,SNRPB,0.316,0.367
C10,MZT2B,0.422,0.155
C10,FAM195B,0.518,0.036
C10,C7orf50,0.364,0.272
C10,CYB5R3,0.508,0.015
C10,CCND1,0.279,0.442
C10,C9orf16,0.576,0.152
C10,PFN1,0.369,0.262
C10,LIMD2,0.49,0.02
C10,COPE,0.525,0.051
C10,SCAND1,0.508,0.017
C10,CCDC124,0.477,0.046
C10,POTEE,0.423,0.153
C10,POTEJ,0.475,0.05
C10,MEIS1,0.23,0.54
C10,ZFHX3,0.238,0.525
C10,SRSF6,0.447,0.105
C10,DERA,0.406,0.189
C10,CLSPN,0.255,0.491
C10,UHRF1,0.287,0.426
C10,EBF3,0.446,0.108
C10,S100B,0.477,0.046
C10,CCDC30,0.462,0.076
C10,MLF2,0.52,0.039
C10,PPP1R10,0.502,0.003
C10,ARF1,0.546,0.092
C10,TRMT112,0.362,0.276
C10,APOL2,0.34,0.321
C10,NDUFS8,0.53,0.059
C10,MAP1LC3B2,0.534,0.069
C10,HK2,0.387,0.226
C10,WLS,0.366,0.268
C10,ATPIF1,0.523,0.045
C10,CIB1,0.382,0.236
C10,PGAM1,0.461,0.079
C10,CALM3,0.659,0.318
C10,TTYH1,0.25,0.499
C10,PKM,0.299,0.401
C10,BNIP3,0.36,0.28
C10,CDKN1A,0.411,0.179
C10,ALDOA,0.344,0.312
C10,SNAPC1,0.324,0.351
C10,WNT8B,0.451,0.099
C10,UQCR11,0.641,0.282
C10,PGK1,0.415,0.169
C10,TPBG,0.363,0.274
C10,SCD,0.448,0.105
C10,GUK1,0.497,0.005
C10,ATP1B2,0.449,0.103
C10,ZIC2,0.403,0.195
C10,PIFO,0.447,0.106
C10,UBBP4,0.477,0.046
C10,MAF,0.328,0.344
C10,CTGF,0.407,0.185
C10,GJA1,0.323,0.354
C10,MYL6,0.346,0.308
C10,NELL2,0.691,0.382
C10,ID3,0.331,0.339
C10,LPHN3,0.431,0.139
C10,IRS1,0.388,0.225
C10,C1orf168,0.449,0.101
C10,CTNNB1,0.388,0.224
C10,AXIN2,0.416,0.168
C10,SLIT2,0.299,0.401
C10,LRRN2,0.508,0.016
C10,NR2F2,0.364,0.271
C10,SLIT3,0.459,0.082
C10,DMD,0.521,0.041
C10,LRRIQ1,0.523,0.046
C10,SH3BGRL,0.277,0.447
C10,C6orf118,0.428,0.145
C10,COX6A1,0.643,0.287
C10,SPARC,0.153,0.693
C10,RSPO1,0.393,0.214
C10,HNRNPL,0.397,0.206
C10,APCDD1,0.425,0.15
C10,MARCKS,0.42,0.159
C10,HSBP1,0.441,0.117
C10,SULF2,0.451,0.099
C10,SLC7A8,0.422,0.157
C10,NR2F1,0.465,0.071
C10,CDH2,0.44,0.119
C10,CDK11A,0.44,0.12
C10,AEN,0.309,0.383
C10,DDIT4,0.39,0.221
C10,ERO1L,0.446,0.108
C10,EIF4EBP1,0.439,0.121
C10,ADM,0.462,0.077
C10,PGAM4,0.462,0.076
C10,GNL3,0.386,0.229
C10,FLRT2,0.687,0.375
C10,PDCD6,0.43,0.139
C10,GOLGA8A,0.571,0.142
C10,POLE2,0.297,0.406
C10,EIF4A1,0.496,0.009
C10,MFNG,0.495,0.009
C10,TPI1,0.226,0.548
C10,RAN,0.327,0.347
C10,DDIT3,0.43,0.139
C10,VEZF1,0.396,0.208
C10,UBE2J1,0.551,0.103
C10,C8orf46,0.447,0.106
C10,EGR1,0.363,0.275
C10,TMBIM6,0.397,0.206
C10,TRIM24,0.368,0.264
C10,HNRNPA1L2,0.352,0.296
C10,KANSL2,0.577,0.155
C10,GTF2I,0.492,0.017
C10,DAZAP2,0.384,0.233
C10,MIDN,0.532,0.064
C10,SLC38A2,0.5,0.001
C10,HNRNPA1,0.26,0.479
C10,CCT2,0.45,0.1
C10,NACA,0.305,0.389
C10,EIF5,0.403,0.193
C10,CHAC1,0.447,0.106
C10,DDX3X,0.357,0.286
C10,TCF12,0.412,0.176
C10,SRSF3,0.371,0.258
C10,ABCC9,0.502,0.004
C10,EPB41L4B,0.458,0.083
C10,ATF4,0.43,0.14
C10,NOVA2,0.607,0.215
C10,PCBP2,0.41,0.181
C10,EIF1,0.545,0.09
C10,ATP5G2,0.282,0.436
C10,ATP5B,0.522,0.044
C10,RND3,0.271,0.457
C10,BTG1,0.278,0.445
C10,RBM39,0.394,0.211
C10,DDX5,0.576,0.152
C10,CORO1C,0.545,0.089
C10,UBC,0.544,0.087
C10,H3F3B,0.448,0.105
C10,H3F3C,0.467,0.065
C11,MYT1L,0.653,0.306
C11,STMN2,0.535,0.07
C11,HMP19,0.596,0.193
C11,SCN2A,0.502,0.004
C11,GRIA2,0.706,0.412
C11,GAP43,0.373,0.253
C11,RUNX1T1,0.644,0.287
C11,NRXN1,0.604,0.207
C11,RTN1,0.595,0.19
C11,NEUROD6,0.562,0.124
C11,SCN3B,0.548,0.095
C11,RAB3A,0.367,0.265
C11,GABBR2,0.513,0.026
C11,SNAP25,0.314,0.372
C11,KIF5A,0.539,0.078
C11,BCL11B,0.728,0.456
C11,ATAT1,0.435,0.129
C11,RALYL,0.692,0.384
C11,MKI67,0.513,0.026
C11,ECT2,0.395,0.21
C11,FANCD2,0.424,0.153
C11,RRM2,0.273,0.455
C11,SMC2,0.279,0.443
C11,CKS2,0.334,0.332
C11,SMC4,0.395,0.211
C11,BARD1,0.256,0.489
C11,TPX2,0.452,0.096
C11,RAD51AP1,0.314,0.372
C11,GMNN,0.262,0.475
C11,CENPN,0.292,0.416
C11,AURKB,0.456,0.089
C11,DLGAP5,0.351,0.297
C11,UBE2C,0.311,0.378
C11,TOP2A,0.435,0.13
C11,GNG5,0.085,0.831
C11,NDC80,0.374,0.252
C11,ASPM,0.482,0.037
C11,CENPK,0.294,0.412
C11,TRIM59,0.223,0.553
C11,MIS18BP1,0.402,0.196
C11,CDK1,0.396,0.208
C11,MAD2L1,0.296,0.407
C11,HMGN2,0.198,0.605
C11,CENPF,0.472,0.056
C11,BIRC5,0.269,0.462
C11,CENPU,0.362,0.276
C11,ANP32E,0.19,0.62
C11,NUSAP1,0.415,0.17
C11,CKS1B,0.252,0.496
C11,HMGB2,0.24,0.52
C11,TUBA1A,0.4,0.199
C11,CKB,0.189,0.622
C11,SOX11,0.515,0.03
C11,TUBB2B,0.23,0.541
C11,PTBP2,0.664,0.328
C11,DPYSL2,0.101,0.799
C11,MAP1B,0.447,0.105
C11,DCX,0.556,0.112
C11,P4HA2,0.404,0.191
C11,MMP2,0.391,0.219
C11,TIMP1,0.269,0.461
C11,KDELR3,0.457,0.085
C11,MGP,0.453,0.093
C11,FXYD5,0.442,0.115
C11,SDC4,0.383,0.234
C11,IFITM2,0.307,0.387
C11,PDGFRB,0.488,0.024
C11,PPIC,0.401,0.198
C11,IFITM3,0.249,0.501
C11,TGFBI,0.438,0.123
C11,TPM2,0.415,0.17
C11,FTL,0.192,0.617
C11,KRT8,0.406,0.188
C11,BNC2,0.456,0.087
C11,GXYLT2,0.391,0.219
C11,OLFML3,0.436,0.128
C11,MME,0.49,0.02
C11,RBMS3,0.388,0.225
C11,ANXA2,0.326,0.348
C11,LGALS1,0.473,0.054
C11,SERPINB9,0.358,0.283
C11,COL5A2,0.385,0.231
C11,COL21A1,0.43,0.14
C11,SNAI2,0.425,0.15
C11,S100A10,0.42,0.16
C11,HAS2,0.464,0.073
C11,PITX2,0.452,0.095
C11,CRISPLD2,0.404,0.192
C11,IFITM1,0.418,0.164
C11,DDR2,0.444,0.111
C11,POSTN,0.443,0.114
C11,COL5A1,0.385,0.231
C11,MFAP4,0.432,0.136
C11,COL6A3,0.57,0.14
C11,LUM,0.533,0.066
C11,COL1A2,0.477,0.045
C11,DCN,0.429,0.141
C11,COL1A1,0.572,0.145
C11,COL3A1,0.472,0.057
C11,S100A11,0.413,0.174
C11,MTRNR2L12,0.517,0.034
C11,NNAT,0.227,0.545
C11,PRTG,0.242,0.516
C11,BCAT1,0.161,0.677
C11,CXADR,0.281,0.437
C11,EZR,0.15,0.699
C11,NDUFA6,0.185,0.63
C11,MEGF10,0.521,0.042
C11,STK17B,0.422,0.155
C11,SYNE2,0.655,0.31
C11,CLIC1,0.204,0.592
C11,APOLD1,0.498,0.004
C11,POU3F3,0.572,0.144
C11,ID4,0.57,0.14
C11,CA12,0.545,0.089
C11,FHL2,0.491,0.019
C11,FABP7,0.365,0.27
C11,H2AFX,0.448,0.103
C11,MASP1,0.449,0.102
C11,KIAA1217,0.431,0.138
C11,NTRK3,0.527,0.055
C11,MEIS2,0.571,0.142
C11,CSNK2B,0.224,0.552
C11,SLC1A3,0.409,0.182
C11,SEMA5A,0.495,0.01
C11,NBPF14,0.417,0.166
C11,IL33,0.546,0.092
C11,DMRTA2,0.461,0.079
C11,NBPF10,0.418,0.164
C11,NDUFA3,0.102,0.796
C11,BCL11A,0.789,0.579
C11,DDX39B,0.391,0.218
C11,FOXG1,0.622,0.244
C11,SOX9,0.34,0.32
C11,LHX2,0.438,0.124
C11,TCF4,0.732,0.465
C11,DOK5,0.571,0.143
C11,MPPED2,0.599,0.197
C11,GLI3,0.387,0.227
C11,SFRP1,0.536,0.071
C11,HEY1,0.386,0.228
C11,HES1,0.596,0.192
C11,TFAP2C,0.42,0.16
C11,TUBB,0.086,0.827
C11,CREB5,0.632,0.263
C11,C1orf61,0.7,0.401
C11,IFI44L,0.6,0.2
C11,NFIA,0.782,0.563
C11,PHLDA1,0.494,0.011
C11,NFIB,0.897,0.794
C11,TMSB10,0.289,0.423
C11,CALM2,0.167,0.666
C11,CFL1,0.133,0.735
C11,TUBA1C,0.107,0.787
C11,STMN1,0.149,0.702
C11,ARL6IP1,0.316,0.367
C11,EIF5A,0.076,0.849
C11,KNSTRN,0.296,0.408
C11,YWHAZ,0.262,0.475
C11,ACTG1,0.085,0.829
C11,THY1,0.4,0.201
C11,PSRC1,0.484,0.031
C11,PLK1,0.413,0.173
C11,TUBB4B,0.175,0.651
C11,TUBB2A,0.205,0.59
C11,AURKA,0.394,0.213
C11,FTH1,0.174,0.651
C11,CCNA2,0.377,0.245
C11,CDC20,0.358,0.284
C11,PTMS,0.245,0.51
C11,HN1,0.246,0.507
C11,DYNLL1,0.146,0.708
C11,YWHAB,0.247,0.506
C11,TROAP,0.382,0.237
C11,CCNB1,0.324,0.353
C11,MLLT11,0.234,0.533
C11,OLFM3,0.375,0.251
C11,ATP1A2,0.428,0.145
C11,CDO1,0.223,0.553
C11,RSPO3,0.417,0.166
C11,PAX6,0.376,0.248
C11,SDK2,0.131,0.738
C11,ITGA6,0.259,0.482
C11,GPR98,0.412,0.176
C11,RFX4,0.438,0.125
C11,EDNRB,0.346,0.307
C11,NTRK2,0.26,0.48
C11,RSPO2,0.387,0.227
C11,TMEM47,0.34,0.319
C11,CLU,0.16,0.68
C11,ADCY2,0.427,0.146
C11,GAS2L3,0.439,0.123
C11,NEK2,0.455,0.09
C11,KIF20A,0.405,0.19
C11,PIF1,0.521,0.041
C11,NDE1,0.352,0.296
C11,CEP55,0.467,0.066
C11,FAM72B,0.442,0.115
C11,KIF14,0.496,0.008
C11,GTSE1,0.494,0.012
C11,SGOL2,0.461,0.078
C11,CCNF,0.374,0.252
C11,FAM72A,0.455,0.089
C11,CCNB2,0.301,0.398
C11,CDCA8,0.339,0.322
C11,CDCA3,0.369,0.262
C11,BORA,0.357,0.285
C11,KIF4B,0.306,0.389
C11,CXXC4,0.216,0.569
C11,CDCA2,0.42,0.16
C11,BUB1,0.438,0.123
C11,ARHGAP11B,0.421,0.159
C11,CDC25B,0.527,0.054
C11,KIF2C,0.471,0.058
C11,GPSM2,0.427,0.145
C11,NUF2,0.362,0.275
C11,HMMR,0.393,0.213
C11,CENPE,0.498,0.005
C11,CDC25C,0.443,0.113
C11,EFNB2,0.587,0.174
C11,CNTNAP2,0.422,0.155
C11,DTL,0.278,0.443
C11,WDR76,0.303,0.394
C11,NME1,0.095,0.81
C11,FABP5,0.237,0.525
C11,MCM3,0.25,0.5
C11,PPIA,0.307,0.385
